0,165.38
1,165.82
2,168
3,168.92
4,170.66
7,174.74
8,174.43
9,170.77
10,171.59
11,184.2
14,182.52
15,182.83
16,181.9
17,183.42
18,183.21
21,185.68
22,187.01
23,189.57
24,190.58
25,190.15
28,191.6
29,192.2
